land_area_acres,soil_type,soil_ph,water_source,irrigation_availability,season,investment_budget,resource_intensity,previous_crop,current_crop,soil_health_score,recommended_crop,match_percentage
2,Sandy,5.6,Canal,Available,Rabi,Medium,Fertilizer Usage,Maize,Rice,49,Sunflower,98
6,Clay,7.2,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Wheat,Maize,73,Cotton,98
3,Clay,6.4,Rainfed,Limited,Summer,High,High Input,Cotton,Millet,89,Green Gram (Moong),96
7,Loamy,6.0,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Maize,Maize,77,Mustard,98
4,Sandy,5.8,Borewell,Available,Rabi,Low,Low Input,Maize,Maize,58,Millet,98
4,Loamy,6.1,Canal,Available,Summer,Medium,High Input,Cotton,Maize,78,Sunflower,98
3,Loamy,7.3,Borewell,Limited,Kharif,Low,Fertilizer Usage,Groundnut,Groundnut,63,Millet,98
6,Clay,5.8,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Rice,Rice,62,Mustard,98
10,Loamy,5.6,Borewell,Limited,Rabi,Medium,High Input,Cotton,Maize,72,Sunflower,98
3,Sandy,6.0,Rainfed,Available,Summer,Medium,Low Input,Maize,Rice,90,Millet,98
9,Clay,7.5,Canal,Limited,Kharif,Low,High Input,Rice,Maize,69,Cotton,98
2,Clay,6.2,Canal,Available,Rabi,High,Low Input,Rice,Groundnut,77,Mustard,98
5,Sandy,5.8,Canal,Limited,Kharif,Low,Low Input,Groundnut,Maize,69,Groundnut,98
4,Sandy,5.8,Canal,Available,Rabi,Medium,High Input,Cotton,Cotton,66,Sunflower,98
2,Clay,7.4,Rainfed,Limited,Summer,Low,Low Input,Groundnut,Wheat,75,Sunflower,98
6,Clay,7.0,Rainfed,Limited,Summer,High,Fertilizer Usage,Cotton,Maize,77,Sunflower,98
5,Sandy,6.0,Borewell,Available,Summer,Medium,High Input,Maize,Wheat,82,Sunflower,98
4,Clay,7.1,Canal,Available,Summer,Medium,Low Input,Cotton,Maize,69,Basmati Rice,98
5,Loamy,6.0,Borewell,Limited,Kharif,High,Fertilizer Usage,Millet,Groundnut,71,Cotton,98
6,Loamy,6.6,Rainfed,Available,Summer,High,Fertilizer Usage,Rice,Cotton,79,Sunflower,98
4,Clay,7.2,Canal,Limited,Rabi,Medium,High Input,Rice,Maize,75,Cotton,98
2,Sandy,6.3,Canal,Limited,Kharif,High,High Input,Groundnut,Rice,88,Green Gram (Moong),98
5,Loamy,7.3,Canal,Limited,Kharif,Low,Fertilizer Usage,Millet,Cotton,65,Green Gram (Moong),98
10,Sandy,6.0,Rainfed,Available,Kharif,Medium,Low Input,Rice,Maize,70,Millet,98
7,Sandy,5.5,Borewell,Available,Kharif,High,Low Input,Maize,Rice,76,Millet,98
7,Clay,6.7,Borewell,Available,Summer,Low,Fertilizer Usage,Maize,Millet,79,Green Gram (Moong),98
3,Sandy,7.2,Borewell,Limited,Rabi,High,Fertilizer Usage,Rice,Groundnut,59,Mustard,98
2,Clay,7.3,Rainfed,Available,Rabi,High,Fertilizer Usage,Maize,Groundnut,66,Mustard,98
4,Loamy,7.3,Rainfed,Available,Rabi,Low,Fertilizer Usage,Millet,Groundnut,66,Mustard,98
1,Sandy,5.8,Rainfed,Available,Kharif,Low,Fertilizer Usage,Millet,Cotton,71,Groundnut,98
6,Loamy,5.6,Canal,Available,Kharif,High,High Input,Maize,Rice,66,Cotton,98
6,Sandy,6.3,Rainfed,Limited,Rabi,High,Low Input,Rice,Wheat,94,Mustard,98
5,Clay,7.1,Borewell,Available,Kharif,Low,Low Input,Millet,Wheat,66,Basmati Rice,98
2,Clay,5.8,Canal,Limited,Rabi,Low,Fertilizer Usage,Millet,Groundnut,70,Mustard,98
10,Loamy,6.8,Rainfed,Limited,Kharif,High,Fertilizer Usage,Rice,Wheat,84,Green Gram (Moong),98
3,Sandy,6.2,Canal,Available,Kharif,High,Low Input,Millet,Rice,80,Groundnut,98
5,Loamy,6.9,Canal,Limited,Kharif,Low,High Input,Millet,Cotton,79,Cotton,98
8,Loamy,7.0,Rainfed,Available,Kharif,Low,High Input,Maize,Wheat,94,Cotton,98
8,Loamy,6.7,Borewell,Limited,Kharif,Low,Fertilizer Usage,Wheat,Rice,87,Cotton,98
6,Sandy,6.5,Rainfed,Limited,Rabi,High,High Input,Rice,Rice,77,Mustard,98
1,Sandy,6.6,Rainfed,Limited,Rabi,Low,Low Input,Rice,Groundnut,81,Green Gram (Moong),98
3,Sandy,6.7,Canal,Limited,Kharif,Low,Fertilizer Usage,Wheat,Millet,81,Groundnut,98
5,Clay,7.4,Borewell,Available,Rabi,Medium,Fertilizer Usage,Rice,Groundnut,70,Cotton,98
6,Clay,7.3,Borewell,Available,Rabi,High,High Input,Cotton,Cotton,62,Mustard,98
4,Clay,5.5,Rainfed,Limited,Kharif,High,Fertilizer Usage,Rice,Wheat,60,Cotton,96
10,Sandy,5.9,Borewell,Available,Summer,Low,Fertilizer Usage,Cotton,Rice,69,Sunflower,98
3,Sandy,6.1,Borewell,Limited,Kharif,Low,Low Input,Cotton,Rice,82,Green Gram (Moong),98
1,Sandy,6.2,Rainfed,Limited,Kharif,Medium,High Input,Millet,Rice,83,Green Gram (Moong),98
9,Sandy,5.6,Canal,Limited,Kharif,Medium,High Input,Maize,Wheat,70,Groundnut,98
8,Clay,6.5,Canal,Limited,Kharif,High,Fertilizer Usage,Groundnut,Groundnut,92,Cotton,98
7,Clay,7.0,Canal,Available,Kharif,Medium,Low Input,Wheat,Millet,83,Cotton,98
7,Sandy,6.0,Canal,Available,Kharif,High,Low Input,Wheat,Millet,74,Millet,98
6,Sandy,6.4,Rainfed,Limited,Summer,Medium,High Input,Maize,Millet,77,Green Gram (Moong),98
7,Loamy,5.9,Canal,Limited,Rabi,Low,High Input,Groundnut,Cotton,72,Mustard,98
7,Clay,6.1,Canal,Limited,Kharif,High,Low Input,Cotton,Maize,73,Millet,98
4,Loamy,7.1,Borewell,Limited,Summer,Low,Fertilizer Usage,Millet,Maize,76,Sunflower,98
1,Sandy,6.6,Borewell,Available,Rabi,Medium,Fertilizer Usage,Millet,Cotton,86,Mustard,98
8,Sandy,6.5,Canal,Available,Kharif,Medium,Fertilizer Usage,Cotton,Wheat,86,Groundnut,98
9,Loamy,7.4,Borewell,Available,Summer,Medium,Low Input,Rice,Groundnut,65,Green Gram (Moong),98
1,Clay,7.5,Borewell,Available,Rabi,High,Low Input,Rice,Cotton,72,Mustard,97
7,Loamy,5.9,Borewell,Limited,Summer,Medium,High Input,Millet,Millet,69,Green Gram (Moong),98
9,Loamy,5.9,Rainfed,Limited,Summer,Low,Fertilizer Usage,Millet,Wheat,65,Sunflower,98
9,Loamy,5.9,Rainfed,Available,Rabi,Medium,High Input,Groundnut,Millet,67,Sunflower,98
2,Loamy,7.3,Canal,Limited,Kharif,Low,Low Input,Rice,Wheat,70,Green Gram (Moong),98
1,Loamy,6.6,Rainfed,Available,Kharif,High,Low Input,Groundnut,Groundnut,87,Millet,98
8,Loamy,5.7,Canal,Available,Rabi,Low,Fertilizer Usage,Cotton,Maize,61,Basmati Rice,98
6,Loamy,6.4,Rainfed,Available,Rabi,Low,High Input,Groundnut,Groundnut,72,Sunflower,98
10,Sandy,6.9,Canal,Limited,Kharif,Medium,High Input,Rice,Groundnut,89,Green Gram (Moong),98
2,Loamy,6.9,Rainfed,Available,Summer,Low,Fertilizer Usage,Wheat,Millet,82,Mustard,98
8,Sandy,7.5,Borewell,Limited,Kharif,High,Low Input,Millet,Rice,65,Millet,98
6,Sandy,6.6,Borewell,Available,Kharif,High,Low Input,Rice,Millet,96,Millet,98
3,Clay,7.1,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Millet,Maize,67,Mustard,98
3,Loamy,6.7,Canal,Available,Kharif,High,Low Input,Groundnut,Millet,82,Green Gram (Moong),98
8,Clay,6.0,Rainfed,Available,Rabi,Medium,Low Input,Millet,Groundnut,96,Mustard,98
2,Sandy,5.6,Borewell,Limited,Kharif,Medium,Low Input,Rice,Groundnut,65,Groundnut,98
1,Clay,5.7,Canal,Limited,Kharif,Medium,High Input,Groundnut,Wheat,66,Cotton,98
6,Sandy,5.8,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Maize,Millet,74,Millet,98
10,Sandy,7.4,Borewell,Available,Summer,Medium,Fertilizer Usage,Millet,Wheat,63,Sunflower,98
8,Clay,7.3,Borewell,Available,Summer,Medium,High Input,Rice,Millet,64,Sunflower,98
9,Clay,6.0,Rainfed,Available,Kharif,Low,High Input,Cotton,Maize,73,Cotton,98
9,Sandy,6.0,Canal,Available,Kharif,Low,High Input,Cotton,Cotton,83,Millet,98
4,Sandy,6.9,Borewell,Limited,Rabi,High,Fertilizer Usage,Cotton,Groundnut,84,Groundnut,98
1,Sandy,6.9,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Maize,Millet,83,Groundnut,98
9,Sandy,7.5,Borewell,Limited,Summer,Low,High Input,Rice,Rice,77,Sunflower,98
2,Clay,5.9,Borewell,Limited,Kharif,Low,High Input,Rice,Rice,60,Cotton,98
8,Clay,7.4,Rainfed,Limited,Rabi,High,Fertilizer Usage,Groundnut,Maize,72,Mustard,98
10,Loamy,5.8,Borewell,Available,Rabi,High,Fertilizer Usage,Groundnut,Rice,48,Mustard,98
8,Clay,6.8,Rainfed,Limited,Rabi,Medium,Low Input,Groundnut,Rice,80,Mustard,98
7,Sandy,7.2,Rainfed,Limited,Kharif,Medium,High Input,Cotton,Cotton,59,Groundnut,98
4,Clay,6.7,Rainfed,Available,Summer,High,Low Input,Rice,Groundnut,80,Green Gram (Moong),98
8,Sandy,5.9,Canal,Available,Summer,Medium,Fertilizer Usage,Wheat,Maize,73,Sunflower,98
1,Clay,7.0,Rainfed,Limited,Rabi,Low,High Input,Rice,Maize,91,Mustard,95
7,Clay,5.7,Canal,Available,Summer,Low,Low Input,Maize,Maize,76,Sunflower,98
8,Loamy,6.4,Borewell,Available,Kharif,Low,Low Input,Rice,Groundnut,79,Millet,98
10,Loamy,7.2,Rainfed,Available,Kharif,High,High Input,Millet,Groundnut,73,Millet,98
3,Sandy,6.4,Rainfed,Limited,Kharif,Medium,Low Input,Groundnut,Wheat,85,Millet,98
8,Clay,6.4,Borewell,Available,Rabi,High,High Input,Millet,Maize,86,Sunflower,98
10,Clay,5.8,Canal,Limited,Rabi,Medium,High Input,Millet,Groundnut,60,Basmati Rice,98
4,Clay,6.4,Rainfed,Available,Kharif,Low,High Input,Cotton,Groundnut,94,Cotton,98
4,Clay,6.6,Canal,Limited,Kharif,Low,High Input,Maize,Cotton,87,Cotton,98
4,Clay,6.6,Borewell,Available,Rabi,High,Fertilizer Usage,Wheat,Wheat,82,Sunflower,98
4,Sandy,6.4,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Groundnut,Cotton,86,Mustard,98
9,Loamy,6.4,Canal,Limited,Summer,Medium,Fertilizer Usage,Cotton,Groundnut,85,Sunflower,98
2,Clay,6.4,Rainfed,Limited,Rabi,High,Low Input,Wheat,Groundnut,94,Mustard,98
9,Loamy,5.8,Rainfed,Available,Kharif,High,High Input,Rice,Cotton,66,Basmati Rice,98
10,Clay,6.9,Canal,Available,Summer,High,High Input,Groundnut,Wheat,93,Basmati Rice,97
5,Clay,7.2,Rainfed,Limited,Rabi,Low,Low Input,Maize,Maize,49,Mustard,98
1,Loamy,7.5,Borewell,Available,Summer,Medium,Fertilizer Usage,Wheat,Maize,72,Sunflower,98
1,Clay,6.2,Canal,Limited,Rabi,Medium,High Input,Millet,Maize,85,Basmati Rice,98
3,Sandy,6.1,Canal,Limited,Rabi,Low,High Input,Cotton,Millet,81,Mustard,98
9,Loamy,6.6,Canal,Available,Kharif,High,Fertilizer Usage,Cotton,Wheat,88,Basmati Rice,98
8,Clay,6.2,Rainfed,Available,Summer,Low,Fertilizer Usage,Maize,Maize,85,Green Gram (Moong),98
4,Clay,6.8,Borewell,Limited,Summer,High,Low Input,Groundnut,Groundnut,81,Green Gram (Moong),98
10,Loamy,6.6,Canal,Available,Summer,High,Low Input,Wheat,Maize,83,Sunflower,98
6,Clay,6.0,Canal,Available,Summer,Low,Fertilizer Usage,Rice,Maize,88,Sunflower,98
5,Clay,6.2,Rainfed,Available,Summer,Medium,Low Input,Rice,Rice,95,Green Gram (Moong),98
7,Clay,7.5,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Maize,Millet,65,Cotton,98
3,Loamy,6.8,Borewell,Limited,Rabi,High,Low Input,Millet,Millet,84,Mustard,98
5,Clay,5.5,Rainfed,Limited,Summer,Medium,High Input,Cotton,Maize,59,Cotton,96
1,Sandy,6.7,Rainfed,Available,Kharif,Medium,Low Input,Maize,Cotton,82,Millet,98
3,Loamy,7.3,Rainfed,Limited,Summer,High,Fertilizer Usage,Groundnut,Cotton,65,Green Gram (Moong),98
10,Clay,7.4,Borewell,Limited,Summer,Low,Low Input,Cotton,Cotton,64,Sunflower,98
2,Clay,6.7,Rainfed,Limited,Kharif,High,Low Input,Groundnut,Rice,83,Green Gram (Moong),98
10,Clay,6.5,Rainfed,Available,Kharif,High,Low Input,Maize,Maize,86,Cotton,98
10,Sandy,7.3,Canal,Limited,Kharif,Medium,High Input,Cotton,Millet,58,Millet,98
10,Clay,6.2,Borewell,Available,Summer,Medium,High Input,Groundnut,Wheat,80,Basmati Rice,98
3,Clay,6.5,Borewell,Limited,Rabi,Medium,High Input,Rice,Cotton,82,Mustard,98
5,Loamy,7.2,Canal,Limited,Rabi,Medium,High Input,Cotton,Rice,67,Mustard,98
6,Clay,7.0,Rainfed,Limited,Summer,Low,Low Input,Wheat,Maize,77,Green Gram (Moong),98
4,Clay,7.1,Rainfed,Available,Kharif,Medium,High Input,Wheat,Groundnut,61,Basmati Rice,98
6,Sandy,7.4,Borewell,Limited,Kharif,High,Fertilizer Usage,Maize,Millet,69,Groundnut,98
10,Loamy,5.5,Canal,Limited,Kharif,Low,High Input,Cotton,Wheat,56,Cotton,98
9,Clay,6.1,Borewell,Available,Rabi,High,Fertilizer Usage,Wheat,Rice,87,Basmati Rice,98
3,Sandy,7.3,Borewell,Available,Rabi,Low,Low Input,Maize,Millet,75,Millet,98
7,Sandy,6.8,Rainfed,Available,Summer,High,High Input,Wheat,Millet,75,Sunflower,98
6,Clay,6.0,Rainfed,Limited,Kharif,Low,High Input,Millet,Groundnut,87,Cotton,98
3,Loamy,6.4,Rainfed,Available,Rabi,High,Fertilizer Usage,Millet,Cotton,94,Sunflower,98
4,Sandy,6.2,Borewell,Available,Summer,Medium,High Input,Cotton,Cotton,82,Sunflower,98
2,Clay,6.0,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Cotton,Rice,83,Sunflower,97
1,Clay,6.4,Canal,Available,Kharif,High,Low Input,Wheat,Groundnut,82,Basmati Rice,98
5,Loamy,6.3,Rainfed,Limited,Rabi,High,Fertilizer Usage,Millet,Rice,84,Mustard,98
2,Loamy,5.9,Borewell,Available,Kharif,Low,Fertilizer Usage,Wheat,Rice,63,Basmati Rice,98
7,Loamy,5.9,Rainfed,Available,Rabi,Medium,Low Input,Wheat,Groundnut,66,Mustard,98
2,Clay,6.9,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Maize,Cotton,84,Basmati Rice,97
7,Clay,6.2,Borewell,Available,Summer,High,Low Input,Groundnut,Wheat,85,Sunflower,98
3,Sandy,7.0,Rainfed,Available,Summer,Medium,Fertilizer Usage,Rice,Wheat,76,Green Gram (Moong),98
7,Loamy,7.1,Borewell,Limited,Rabi,High,Fertilizer Usage,Wheat,Wheat,66,Sunflower,98
6,Clay,6.0,Canal,Limited,Summer,High,High Input,Maize,Cotton,97,Sunflower,98
10,Clay,7.0,Rainfed,Available,Kharif,High,Fertilizer Usage,Maize,Rice,83,Basmati Rice,98
9,Clay,7.0,Canal,Limited,Kharif,High,Fertilizer Usage,Maize,Rice,85,Basmati Rice,98
7,Sandy,6.3,Canal,Limited,Kharif,Medium,Low Input,Millet,Wheat,83,Millet,98
1,Sandy,6.6,Canal,Available,Rabi,Low,Fertilizer Usage,Millet,Rice,80,Sunflower,98
8,Loamy,6.5,Borewell,Limited,Summer,High,Fertilizer Usage,Cotton,Wheat,90,Sunflower,98
5,Clay,6.4,Canal,Limited,Kharif,Medium,Fertilizer Usage,Millet,Cotton,79,Basmati Rice,98
5,Clay,7.2,Canal,Available,Kharif,Medium,High Input,Cotton,Maize,68,Basmati Rice,98
10,Clay,7.1,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Maize,Maize,57,Basmati Rice,98
6,Clay,5.7,Borewell,Available,Rabi,Medium,Low Input,Rice,Maize,66,Mustard,98
8,Sandy,7.2,Rainfed,Available,Summer,High,Fertilizer Usage,Groundnut,Cotton,69,Green Gram (Moong),97
2,Loamy,5.5,Canal,Limited,Summer,Medium,Fertilizer Usage,Cotton,Millet,67,Groundnut,96
9,Sandy,7.0,Canal,Available,Rabi,High,Fertilizer Usage,Wheat,Rice,80,Sunflower,98
9,Clay,7.2,Canal,Available,Rabi,Medium,Low Input,Groundnut,Maize,73,Basmati Rice,98
10,Loamy,7.2,Rainfed,Available,Kharif,High,Fertilizer Usage,Groundnut,Maize,68,Groundnut,98
10,Clay,7.0,Rainfed,Limited,Kharif,Medium,High Input,Millet,Cotton,89,Cotton,98
5,Sandy,6.0,Borewell,Available,Summer,Low,High Input,Cotton,Wheat,94,Sunflower,98
6,Clay,7.3,Rainfed,Limited,Summer,Low,Low Input,Maize,Cotton,60,Millet,96
9,Clay,6.4,Rainfed,Limited,Summer,High,High Input,Wheat,Cotton,87,Green Gram (Moong),98
5,Loamy,5.7,Rainfed,Limited,Rabi,High,High Input,Maize,Cotton,64,Mustard,98
7,Sandy,7.1,Canal,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Rice,70,Green Gram (Moong),98
4,Loamy,6.4,Rainfed,Limited,Summer,High,Low Input,Groundnut,Rice,85,Green Gram (Moong),98
5,Clay,5.8,Canal,Limited,Kharif,Medium,Low Input,Maize,Rice,64,Cotton,98
3,Loamy,5.5,Canal,Limited,Kharif,High,High Input,Groundnut,Cotton,77,Millet,98
1,Sandy,6.3,Rainfed,Limited,Summer,Low,Low Input,Maize,Groundnut,85,Millet,98
4,Sandy,6.5,Canal,Limited,Kharif,Low,High Input,Millet,Millet,90,Green Gram (Moong),98
9,Loamy,6.1,Canal,Available,Rabi,High,Low Input,Cotton,Millet,79,Mustard,98
8,Loamy,5.8,Canal,Limited,Kharif,High,Low Input,Millet,Wheat,58,Millet,98
8,Clay,7.2,Rainfed,Available,Rabi,High,Fertilizer Usage,Millet,Millet,62,Mustard,97
4,Sandy,7.3,Rainfed,Limited,Kharif,Medium,High Input,Groundnut,Cotton,58,Millet,98
9,Clay,6.0,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Groundnut,Rice,97,Millet,98
2,Clay,6.9,Borewell,Available,Summer,Medium,Fertilizer Usage,Maize,Groundnut,85,Cotton,98
8,Sandy,6.6,Canal,Available,Rabi,High,Low Input,Cotton,Cotton,73,Millet,98
8,Loamy,5.6,Canal,Limited,Kharif,High,Low Input,Millet,Rice,67,Cotton,98
4,Loamy,7.4,Rainfed,Limited,Kharif,Low,High Input,Rice,Cotton,65,Cotton,98
1,Sandy,5.8,Borewell,Available,Summer,Medium,Low Input,Maize,Maize,71,Sunflower,98
3,Sandy,6.9,Borewell,Available,Rabi,High,Low Input,Rice,Rice,95,Millet,98
2,Clay,6.8,Canal,Available,Kharif,Low,Fertilizer Usage,Maize,Cotton,84,Basmati Rice,98
5,Loamy,7.4,Canal,Available,Summer,Low,Low Input,Rice,Millet,54,Green Gram (Moong),98
9,Sandy,5.7,Borewell,Available,Kharif,Medium,Fertilizer Usage,Rice,Maize,55,Groundnut,98
1,Sandy,6.7,Borewell,Available,Rabi,High,Low Input,Cotton,Cotton,80,Mustard,98
1,Clay,6.0,Rainfed,Limited,Summer,Medium,High Input,Maize,Maize,78,Green Gram (Moong),95
4,Loamy,7.4,Canal,Limited,Rabi,High,High Input,Cotton,Maize,60,Mustard,98
6,Sandy,5.5,Canal,Limited,Rabi,Low,Low Input,Millet,Groundnut,68,Millet,98
2,Sandy,6.1,Canal,Available,Summer,Medium,Fertilizer Usage,Groundnut,Cotton,75,Sunflower,98
1,Sandy,6.1,Rainfed,Limited,Rabi,Low,High Input,Millet,Groundnut,78,Mustard,98
3,Loamy,7.3,Rainfed,Available,Rabi,Low,Fertilizer Usage,Maize,Millet,68,Mustard,98
1,Sandy,7.0,Canal,Limited,Kharif,Medium,High Input,Millet,Rice,81,Groundnut,98
7,Loamy,5.8,Borewell,Available,Rabi,Low,Fertilizer Usage,Millet,Cotton,74,Mustard,98
6,Sandy,7.2,Canal,Limited,Summer,Low,Fertilizer Usage,Cotton,Millet,59,Green Gram (Moong),98
1,Loamy,6.5,Borewell,Available,Rabi,High,Fertilizer Usage,Millet,Maize,81,Sunflower,98
8,Clay,6.2,Borewell,Available,Rabi,Medium,Fertilizer Usage,Maize,Cotton,82,Basmati Rice,98
7,Sandy,7.3,Borewell,Limited,Rabi,High,Fertilizer Usage,Maize,Groundnut,65,Sunflower,98
5,Sandy,6.4,Borewell,Available,Rabi,High,High Input,Groundnut,Rice,82,Mustard,98
10,Loamy,6.5,Canal,Available,Rabi,Low,High Input,Wheat,Rice,86,Mustard,98
9,Clay,7.1,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Cotton,79,Sunflower,98
2,Clay,7.3,Borewell,Available,Summer,Low,Low Input,Rice,Millet,70,Mustard,97
6,Loamy,6.0,Borewell,Available,Kharif,Low,Low Input,Groundnut,Rice,88,Basmati Rice,98
10,Loamy,5.8,Canal,Limited,Summer,High,Low Input,Cotton,Groundnut,71,Mustard,98
3,Loamy,6.0,Canal,Limited,Summer,Medium,High Input,Wheat,Maize,87,Sunflower,98
4,Loamy,5.9,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Cotton,Groundnut,63,Groundnut,98
9,Clay,6.8,Borewell,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,89,Cotton,98
2,Clay,7.2,Borewell,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Millet,63,Sunflower,97
8,Loamy,6.5,Borewell,Available,Summer,Medium,Fertilizer Usage,Rice,Millet,87,Sunflower,98
4,Clay,6.3,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Groundnut,Maize,80,Mustard,98
5,Clay,5.7,Rainfed,Limited,Kharif,High,Low Input,Rice,Wheat,70,Millet,96
1,Sandy,6.3,Rainfed,Available,Summer,High,Fertilizer Usage,Maize,Cotton,78,Millet,98
8,Sandy,6.6,Rainfed,Limited,Rabi,Low,Low Input,Millet,Millet,84,Millet,98
9,Clay,7.4,Canal,Limited,Rabi,Medium,High Input,Millet,Groundnut,61,Mustard,98
5,Loamy,7.1,Borewell,Available,Rabi,Low,Fertilizer Usage,Wheat,Millet,59,Mustard,98
6,Loamy,6.3,Borewell,Limited,Summer,High,High Input,Millet,Rice,74,Sunflower,98
8,Sandy,5.8,Canal,Limited,Summer,Medium,Fertilizer Usage,Cotton,Maize,60,Sunflower,98
9,Clay,7.1,Borewell,Available,Rabi,High,Low Input,Groundnut,Cotton,69,Mustard,98
3,Sandy,5.7,Rainfed,Limited,Rabi,Low,Low Input,Groundnut,Cotton,63,Millet,98
10,Sandy,7.4,Borewell,Available,Summer,High,Fertilizer Usage,Cotton,Groundnut,61,Sunflower,98
7,Clay,7.4,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Maize,54,Mustard,96
5,Loamy,7.0,Canal,Available,Rabi,Medium,Fertilizer Usage,Cotton,Rice,72,Sunflower,98
5,Clay,5.6,Rainfed,Available,Kharif,Medium,Low Input,Cotton,Cotton,66,Millet,97
7,Loamy,7.4,Rainfed,Available,Rabi,Low,Low Input,Rice,Maize,62,Mustard,98
10,Clay,6.7,Rainfed,Available,Kharif,High,Low Input,Maize,Cotton,70,Green Gram (Moong),98
7,Loamy,6.0,Rainfed,Limited,Summer,High,High Input,Groundnut,Rice,90,Green Gram (Moong),98
3,Clay,7.5,Rainfed,Available,Rabi,Low,Low Input,Cotton,Cotton,59,Sunflower,98
2,Loamy,6.1,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Rice,Groundnut,73,Green Gram (Moong),98
5,Clay,5.7,Canal,Available,Summer,Medium,High Input,Cotton,Cotton,65,Basmati Rice,97
5,Loamy,5.8,Rainfed,Available,Kharif,Medium,Low Input,Wheat,Rice,65,Millet,98
3,Loamy,5.6,Canal,Limited,Kharif,Medium,Low Input,Rice,Cotton,67,Groundnut,98
2,Sandy,7.2,Canal,Limited,Summer,High,Fertilizer Usage,Maize,Rice,57,Sunflower,98
6,Sandy,6.0,Borewell,Available,Kharif,Low,Fertilizer Usage,Maize,Rice,80,Groundnut,98
4,Clay,6.8,Rainfed,Available,Summer,Medium,Fertilizer Usage,Maize,Rice,83,Sunflower,98
2,Sandy,6.2,Borewell,Available,Summer,Medium,Fertilizer Usage,Groundnut,Cotton,82,Sunflower,98
10,Clay,5.8,Rainfed,Available,Summer,Low,Low Input,Rice,Millet,61,Green Gram (Moong),98
4,Clay,5.8,Rainfed,Limited,Kharif,Low,Low Input,Rice,Rice,72,Basmati Rice,98
4,Clay,5.9,Canal,Available,Summer,Low,Low Input,Groundnut,Rice,60,Basmati Rice,98
1,Sandy,5.8,Canal,Limited,Rabi,Medium,Fertilizer Usage,Cotton,Groundnut,72,Mustard,98
10,Loamy,6.6,Borewell,Limited,Summer,High,High Input,Cotton,Rice,83,Green Gram (Moong),98
2,Clay,6.1,Canal,Limited,Kharif,Medium,Fertilizer Usage,Wheat,Cotton,86,Basmati Rice,98
1,Clay,5.5,Borewell,Available,Summer,High,High Input,Groundnut,Groundnut,72,Basmati Rice,98
3,Clay,7.4,Rainfed,Available,Rabi,Medium,Low Input,Groundnut,Groundnut,73,Mustard,98
7,Clay,6.3,Rainfed,Available,Kharif,Medium,High Input,Rice,Millet,85,Basmati Rice,98
1,Sandy,7.1,Canal,Limited,Kharif,Low,Low Input,Cotton,Millet,62,Millet,98
8,Loamy,6.9,Canal,Available,Kharif,Medium,Low Input,Groundnut,Groundnut,85,Groundnut,98
8,Sandy,5.9,Borewell,Limited,Kharif,High,High Input,Cotton,Maize,67,Groundnut,98
6,Loamy,6.3,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Millet,Maize,88,Green Gram (Moong),98
6,Loamy,6.4,Rainfed,Limited,Summer,Medium,Low Input,Groundnut,Rice,76,Green Gram (Moong),98
1,Sandy,7.2,Canal,Available,Rabi,Medium,High Input,Maize,Groundnut,54,Mustard,98
9,Loamy,6.3,Rainfed,Available,Rabi,Low,Low Input,Maize,Groundnut,78,Mustard,98
2,Sandy,6.2,Canal,Limited,Rabi,High,Fertilizer Usage,Maize,Millet,84,Sunflower,98
5,Clay,6.3,Canal,Limited,Rabi,Low,High Input,Rice,Rice,83,Basmati Rice,98
7,Loamy,5.6,Rainfed,Limited,Kharif,Medium,High Input,Millet,Groundnut,56,Millet,98
4,Loamy,7.1,Canal,Limited,Kharif,Low,High Input,Groundnut,Cotton,62,Cotton,98
5,Sandy,6.5,Borewell,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Maize,85,Green Gram (Moong),97
1,Loamy,7.1,Rainfed,Limited,Kharif,High,High Input,Groundnut,Millet,73,Sunflower,98
4,Loamy,6.9,Canal,Available,Rabi,Low,Fertilizer Usage,Groundnut,Cotton,81,Mustard,98
8,Loamy,6.9,Rainfed,Available,Kharif,Low,Low Input,Rice,Groundnut,86,Green Gram (Moong),98
4,Sandy,6.4,Canal,Limited,Summer,Medium,High Input,Maize,Groundnut,83,Groundnut,98
